scientific_name,common_name,longitude,latitude,state,water_type,season,sea_surface_temp_C,chlorophyll_mg_m3,depth_m,min_legal_size_cm,juvenile_range_cm,gear_type,zone_label,economic_value_in_INR_per_kg,seasonal_disease,river_name,advisory_text
Rastrelliger kanagurta,Indian Mackerel,81.4544,17.9505,Andhra Pradesh,Brackish,Winter,25.69,2.39,74.9,40.9,20.4-36.8,Purse Seine,Green,365.24,,Krishna,Low juvenile presence of Indian Mackerel. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Penaeus monodon,Black Tiger Shrimp,78.5025,19.2834,Andhra Pradesh,Brackish,Monsoon,26.01,0.18,40.9,15.7,7.8-14.1,Gillnet,Red,275.16,White Spot Syndrome,Krishna,High juvenile dominance of Black Tiger Shrimp observed in Krishna. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Scomberomorus guttatus,Seer Fish,72.685,11.0608,West Bengal,Marine,Monsoon,23.3,0.35,90.1,35.5,17.8-31.9,Hook and Line,Yellow,351.51,,Hooghly,Moderate juvenile presence of Seer Fish in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Sepia pharaonis,Pharaoh Cuttlefish,93.7815,16.407,Gujarat,Brackish,Summer,25.93,2.44,22.8,27.9,13.9-25.1,Gillnet,Green,775.26,,Sabarmati,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Carangoides malabaricus,Malabar Trevally,69.6583,12.7657,Maharashtra,Marine,Summer,23.4,0.74,122.5,29.9,14.9-26.9,Hook and Line,Green,147.65,,Krishna,Low juvenile presence of Malabar Trevally. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,92.4872,8.3388,West Bengal,Marine,Monsoon,30.16,0.69,151.4,29.5,14.8-26.6,Trawl,Red,166.51,Gill Rot,Subarnarekha,High juvenile dominance of Indian Mackerel observed in Subarnarekha. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Carangoides malabaricus,Malabar Trevally,96.8839,10.4145,Gujarat,Brackish,Summer,28.42,2.47,71.1,15.3,7.7-13.8,Purse Seine,Green,379.35,,Sabarmati,Low juvenile presence of Malabar Trevally. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Penaeus monodon,Black Tiger Shrimp,90.861,8.4956,Kerala,Brackish,Summer,31.26,1.85,141.1,41.2,20.6-37.1,Trawl,Yellow,403.01,,Pamba,Moderate juvenile presence of Black Tiger Shrimp in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Rastrelliger kanagurta,Indian Mackerel,94.8809,11.9056,Gujarat,Brackish,Summer,24.97,1.38,195.0,41.9,20.9-37.7,Hook and Line,Green,147.44,,Sabarmati,Low juvenile presence of Indian Mackerel. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Carangoides malabaricus,Malabar Trevally,72.1518,17.3744,West Bengal,Marine,Monsoon,31.82,2.18,94.9,34.6,17.3-31.1,Trawl,Yellow,474.68,,Teesta,Moderate juvenile presence of Malabar Trevally in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Epinephelus malabaricus,Malabar Grouper,95.3473,17.8598,Karnataka,Marine,Summer,27.67,2.86,157.0,31.6,15.8-28.4,Purse Seine,Green,563.08,,Kaveri,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Penaeus monodon,Black Tiger Shrimp,78.575,19.8384,Andhra Pradesh,Marine,Summer,27.95,2.45,120.2,42.8,21.4-38.5,Trawl,Green,720.18,,Krishna,Low juvenile presence of Black Tiger Shrimp. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,92.5205,18.8573,Kerala,Marine,Monsoon,26.42,2.4,95.1,19.5,9.8-17.6,Gillnet,Red,666.49,Gill Rot,Periyar,High juvenile dominance of Indian Mackerel observed in Periyar. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Epinephelus malabaricus,Malabar Grouper,70.6526,11.9155,Karnataka,Brackish,Summer,28.69,2.08,77.3,17.3,8.7-15.6,Purse Seine,Green,693.8,,Krishna,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,92.7599,12.8952,Gujarat,Brackish,Monsoon,24.78,0.29,102.2,26.1,13.1-23.5,Hook and Line,Yellow,713.65,,Sabarmati,Moderate juvenile presence of Oil Sardine in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Sepia pharaonis,Pharaoh Cuttlefish,76.0606,8.0569,Kerala,Brackish,Monsoon,26.24,0.71,184.1,25.8,12.9-23.2,Trawl,Green,127.56,,Periyar,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,93.9821,11.9155,Maharashtra,Marine,Summer,26.09,1.57,113.1,28.1,14.1-25.3,Hook and Line,Green,676.91,,Wardha,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,80.4464,11.086,Kerala,Brackish,Summer,26.65,0.49,161.1,30.6,15.3-27.5,Gillnet,Yellow,119.36,,Periyar,Moderate juvenile presence of Silver Pomfret in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Tenualosa ilisha,Hilsa,83.1012,18.1946,Karnataka,Brackish,Summer,25.67,2.78,12.3,24.2,12.1-21.8,Gillnet,Red,396.57,Tail Rot,Krishna,High juvenile dominance of Hilsa observed in Krishna. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Epinephelus malabaricus,Malabar Grouper,87.2127,17.6141,Kerala,Marine,Winter,29.99,1.81,93.2,30.8,15.4-27.7,Hook and Line,Green,577.9,,Bharathapuzha,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Lates calcarifer,Asian Seabass,82.1126,18.878,Kerala,Marine,Summer,23.52,1.51,102.8,28.1,14.1-25.3,Purse Seine,Green,643.86,,Chaliyar,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Carangoides malabaricus,Malabar Trevally,87.3941,21.8698,Tamil Nadu,Brackish,Winter,31.73,2.26,62.4,26.5,13.2-23.9,Hook and Line,Yellow,618.69,,Palar,Moderate juvenile presence of Malabar Trevally in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Lates calcarifer,Asian Seabass,68.121,13.058,Tamil Nadu,Brackish,Winter,30.49,2.76,196.9,17.9,8.9-16.1,Hook and Line,Yellow,707.42,,Kaveri,Moderate juvenile presence of Asian Seabass in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Tenualosa ilisha,Hilsa,91.8581,10.2647,Gujarat,Marine,Winter,29.22,1.33,189.4,32.2,16.1-29.0,Trawl,Green,675.79,,Narmada,Low juvenile presence of Hilsa. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Tenualosa ilisha,Hilsa,87.8767,11.4158,Kerala,Brackish,Monsoon,28.76,0.79,60.0,15.6,7.8-14.0,Purse Seine,Green,757.74,,Bharathapuzha,Low juvenile presence of Hilsa. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,95.9142,9.2532,Karnataka,Marine,Monsoon,30.38,2.81,197.2,24.8,12.4-22.3,Hook and Line,Yellow,795.71,,Kaveri,Moderate juvenile presence of Pharaoh Cuttlefish in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Sepia pharaonis,Pharaoh Cuttlefish,83.9903,13.2935,Andhra Pradesh,Marine,Monsoon,27.32,1.86,142.1,27.1,13.6-24.4,Hook and Line,Green,468.91,,Penna,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,74.0924,10.7972,Odisha,Brackish,Summer,27.71,1.95,91.5,43.9,21.9-39.5,Gillnet,Green,561.84,,Brahmani,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Scomberomorus guttatus,Seer Fish,90.4463,9.7804,Kerala,Brackish,Summer,22.52,0.71,152.1,40.9,20.4-36.8,Gillnet,Green,435.85,,Chaliyar,Low juvenile presence of Seer Fish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Tenualosa ilisha,Hilsa,73.8424,10.4412,Kerala,Brackish,Summer,28.69,0.91,122.2,20.1,10.1-18.1,Gillnet,Red,667.29,Tail Rot,Bharathapuzha,High juvenile dominance of Hilsa observed in Bharathapuzha. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Pampus argenteus,Silver Pomfret,94.3841,15.0168,Tamil Nadu,Brackish,Summer,31.16,1.4,105.2,35.8,17.9-32.2,Hook and Line,Yellow,452.79,,Kaveri,Moderate juvenile presence of Silver Pomfret in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Pampus argenteus,Silver Pomfret,92.52,10.0079,Karnataka,Brackish,Summer,28.76,2.11,20.1,44.2,22.1-39.8,Purse Seine,Green,183.22,,Kaveri,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,84.618,10.2419,Maharashtra,Brackish,Winter,29.07,1.17,117.4,27.3,13.7-24.6,Purse Seine,Green,769.02,,Wardha,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Scomberomorus guttatus,Seer Fish,93.8811,11.7279,Kerala,Marine,Monsoon,23.89,1.42,133.0,34.7,17.4-31.2,Trawl,Green,717.68,,Pamba,Low juvenile presence of Seer Fish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,77.1228,12.9331,Tamil Nadu,Marine,Summer,30.52,1.61,72.3,42.9,21.4-38.6,Gillnet,Yellow,345.79,,Kaveri,Moderate juvenile presence of Indian Mackerel in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Lates calcarifer,Asian Seabass,86.2907,21.0673,West Bengal,Brackish,Summer,26.95,2.5,138.3,29.6,14.8-26.6,Trawl,Green,339.65,,Teesta,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Scomberomorus guttatus,Seer Fish,88.6766,18.5074,Karnataka,Brackish,Winter,24.03,1.15,41.2,40.1,20.1-36.1,Hook and Line,Green,380.37,,Krishna,Low juvenile presence of Seer Fish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Epinephelus malabaricus,Malabar Grouper,90.8871,18.7164,West Bengal,Marine,Summer,26.24,1.44,54.1,19.6,9.8-17.6,Hook and Line,Green,155.22,,Teesta,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Tenualosa ilisha,Hilsa,80.5267,16.1376,Tamil Nadu,Marine,Summer,30.68,2.83,148.7,33.5,16.8-30.2,Hook and Line,Red,594.05,Tail Rot,Kaveri,High juvenile dominance of Hilsa observed in Kaveri. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Carangoides malabaricus,Malabar Trevally,82.7222,17.1589,Karnataka,Marine,Winter,31.74,2.36,24.7,44.6,22.3-40.1,Trawl,Yellow,657.49,,Tungabhadra,Moderate juvenile presence of Malabar Trevally in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Tenualosa ilisha,Hilsa,71.6949,10.5252,West Bengal,Marine,Winter,26.09,0.53,6.6,20.9,10.4-18.8,Purse Seine,Green,165.33,,Hooghly,Low juvenile presence of Hilsa. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Lates calcarifer,Asian Seabass,81.4822,15.7839,West Bengal,Brackish,Monsoon,27.63,0.2,39.0,27.7,13.8-24.9,Purse Seine,Yellow,476.73,,Teesta,Moderate juvenile presence of Asian Seabass in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Carangoides malabaricus,Malabar Trevally,81.0655,13.8154,Kerala,Brackish,Summer,28.98,0.65,80.0,43.8,21.9-39.4,Purse Seine,Green,544.08,,Chaliyar,Low juvenile presence of Malabar Trevally. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,82.5738,14.0883,Maharashtra,Marine,Monsoon,24.28,2.94,53.2,44.0,22.0-39.6,Purse Seine,Red,441.36,Gill Rot,Godavari,High juvenile dominance of Indian Mackerel observed in Godavari. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Pampus argenteus,Silver Pomfret,88.7516,18.2077,Kerala,Brackish,Winter,30.69,3.0,177.4,43.1,21.6-38.8,Trawl,Yellow,470.56,,Periyar,Moderate juvenile presence of Silver Pomfret in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Sepia pharaonis,Pharaoh Cuttlefish,68.2878,10.5456,Tamil Nadu,Marine,Monsoon,22.02,2.14,36.3,16.0,8.0-14.4,Trawl,Green,425.74,,Vaigai,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Lates calcarifer,Asian Seabass,82.8849,21.0173,Karnataka,Brackish,Winter,26.06,2.98,149.0,31.3,15.7-28.2,Hook and Line,Green,655.1,,Kaveri,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Scomberomorus guttatus,Seer Fish,69.4185,16.0822,Maharashtra,Brackish,Summer,30.07,2.65,106.1,27.4,13.7-24.7,Hook and Line,Yellow,694.21,,Krishna,Moderate juvenile presence of Seer Fish in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Lates calcarifer,Asian Seabass,94.8106,18.7395,Gujarat,Brackish,Winter,30.29,1.51,198.4,43.8,21.9-39.4,Hook and Line,Yellow,395.33,,Narmada,Moderate juvenile presence of Asian Seabass in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Scomberomorus guttatus,Seer Fish,88.0516,14.6199,Karnataka,Marine,Summer,26.86,0.3,114.5,17.7,8.8-15.9,Hook and Line,Yellow,432.92,,Tungabhadra,Moderate juvenile presence of Seer Fish in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Sardinella longiceps,Oil Sardine,71.3179,14.0719,Kerala,Brackish,Summer,22.92,2.77,106.5,17.2,8.6-15.5,Purse Seine,Green,127.12,,Bharathapuzha,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,96.5382,19.7968,Tamil Nadu,Brackish,Summer,27.21,1.3,113.2,15.7,7.8-14.1,Hook and Line,Green,185.61,,Palar,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,80.2366,9.1702,Odisha,Marine,Winter,22.59,1.37,39.4,33.9,16.9-30.5,Trawl,Green,689.24,,Baitarani,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Penaeus monodon,Black Tiger Shrimp,68.241,10.021,Odisha,Brackish,Winter,24.48,1.76,22.0,27.6,13.8-24.8,Purse Seine,Green,300.25,,Baitarani,Low juvenile presence of Black Tiger Shrimp. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Lates calcarifer,Asian Seabass,86.6595,13.0096,West Bengal,Brackish,Winter,28.42,1.59,66.9,24.7,12.3-22.2,Gillnet,Green,118.35,,Hooghly,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Penaeus monodon,Black Tiger Shrimp,90.7204,16.492,Odisha,Brackish,Winter,31.72,1.61,22.4,33.0,16.5-29.7,Purse Seine,Yellow,678.17,,Mahanadi,Moderate juvenile presence of Black Tiger Shrimp in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Carangoides malabaricus,Malabar Trevally,89.5433,13.4802,Karnataka,Marine,Winter,26.51,2.63,108.1,43.3,21.6-39.0,Gillnet,Green,245.88,,Tungabhadra,Low juvenile presence of Malabar Trevally. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Epinephelus malabaricus,Malabar Grouper,71.2477,13.0015,Tamil Nadu,Brackish,Monsoon,29.79,2.78,113.9,43.8,21.9-39.4,Hook and Line,Green,455.96,,Palar,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Lates calcarifer,Asian Seabass,88.8749,15.5958,Andhra Pradesh,Brackish,Summer,25.58,2.31,92.2,38.0,19.0-34.2,Purse Seine,Green,121.34,,Penna,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Penaeus monodon,Black Tiger Shrimp,79.1269,21.1277,Andhra Pradesh,Brackish,Summer,24.17,1.3,119.3,33.5,16.8-30.2,Trawl,Green,243.52,,Godavari,Low juvenile presence of Black Tiger Shrimp. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,85.4656,11.8917,Andhra Pradesh,Brackish,Monsoon,29.32,2.73,194.7,31.5,15.8-28.4,Gillnet,Green,722.65,,Godavari,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,83.8874,14.3248,Tamil Nadu,Brackish,Winter,30.27,1.71,181.3,30.0,15.0-27.0,Purse Seine,Red,502.71,Cold Shock Disease,Palar,High juvenile dominance of Oil Sardine observed in Palar. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Epinephelus malabaricus,Malabar Grouper,68.3435,14.6702,Andhra Pradesh,Brackish,Winter,31.31,2.07,82.5,31.1,15.6-28.0,Purse Seine,Yellow,777.76,,Penna,Moderate juvenile presence of Malabar Grouper in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
